10000	0.010533
30000	0.0315667
50000	0.0601715
70000	0.0746533
90000	0.0962107
110000	0.118687
130000	0.142968
150000	0.15926
170000	0.181166
190000	0.425665
210000	0.305756
230000	0.397074
250000	0.469928
270000	0.496779
290000	0.431981
310000	0.602349
330000	0.604408
350000	0.642111
370000	0.584961
390000	0.665536
410000	0.750738
430000	0.789945
450000	0.830636
470000	0.517815
490000	0.556049
510000	0.804773
530000	0.98048
550000	1.00776
570000	1.03958
590000	0.94195
610000	1.1083
630000	1.14778
650000	1.18262
670000	1.17989
690000	1.36005
710000	1.29438
730000	1.32788
750000	1.36647
770000	1.40082
790000	1.39497
810000	1.47341
830000	1.5091
850000	1.54755
870000	1.58433
890000	1.01456
910000	1.66419
930000	1.69243
950000	1.67218
970000	1.08286
990000	1.66429
1010000	1.74753
1030000	1.88556
1050000	1.91646
1070000	1.78154
1090000	1.92979
1110000	2.02164
1130000	2.05803
1150000	1.80852
1170000	1.47625
1190000	2.09683
1210000	2.21349
1230000	2.19074
1250000	2.2749
1270000	2.31893
1290000	1.94932
1310000	1.52894
1330000	2.4284
1350000	2.45903
1370000	2.52605
1390000	2.53626
1410000	2.54213
1430000	2.37031
1450000	2.64147
1470000	1.61441
1490000	2.55901
1510000	1.98979
1530000	2.49342
1550000	1.87064
1570000	2.88628
1590000	2.90242
1610000	2.94144
1630000	2.88184
1650000	2.87887
1670000	2.34838
1690000	3.08975
1710000	3.12789
1730000	3.10548
1750000	3.16223
1770000	3.24849
1790000	3.30987
1810000	2.26168
1830000	2.72981
1850000	3.38476
1870000	2.89774
1890000	3.45197
1910000	3.1058
1930000	2.51257
1950000	3.15041
1970000	3.62397
1990000	2.94099
2010000	3.47015
2030000	3.72543
2050000	3.8913
2070000	3.30413
2090000	3.74391
2110000	3.80286
2130000	3.45451
2150000	3.69911
2170000	2.76096
2190000	2.76019
2210000	2.76956
2230000	3.20949
2250000	2.74151
2270000	2.78301
2290000	3.34625
2310000	3.29294
2330000	3.84885
2350000	3.19513
2370000	3.41725
2390000	2.81248
2410000	2.96857
2430000	4.2285
2450000	3.73438
2470000	3.5416
2490000	3.48119
2510000	3.29408
2530000	3.13792
2550000	3.98855
2570000	4.38829
2590000	4.68287
2610000	4.485
2630000	4.31161
2650000	3.10482
2670000	4.07114
2690000	3.52086
2710000	3.7741
2730000	4.08692
2750000	4.83922
2770000	4.17335
2790000	3.27157
2810000	3.4973
2830000	5.11843
2850000	5.19727
2870000	5.18537
2890000	5.11458
2910000	5.07866
2930000	4.88956
2950000	4.49299
2970000	5.11441
2990000	4.24559
3010000	4.68946
3030000	5.09925
3050000	4.8974
3070000	5.37265
3090000	5.48071
3110000	4.7162
3130000	5.52598
3150000	3.84602
3170000	4.24716
3190000	5.21049
3210000	5.0745
3230000	5.30208
3250000	4.84769
3270000	5.96241
3290000	5.25564
3310000	5.55942
3330000	4.59587
3350000	5.01169
3370000	5.89239
3390000	5.96917
3410000	6.22245
3430000	6.31166
3450000	4.61149
3470000	4.08556
3490000	4.56664
3510000	4.04966
3530000	4.97793
3550000	4.48207
3570000	4.13
3590000	6.20395
3610000	5.36363
3630000	5.71899
3650000	4.43308
3670000	4.60912
3690000	4.69264
3710000	5.45263
3730000	5.40837
3750000	6.49016
3770000	6.95829
3790000	4.90995
3810000	6.53459
3830000	4.51681
3850000	6.52866
3870000	6.75366
3890000	7.11394
3910000	5.88728
3930000	6.61194
3950000	7.19054
3970000	7.64983
3990000	6.55069
4010000	6.75968
4030000	7.1834
4050000	7.07128
4070000	6.17642
4090000	5.99251
4110000	6.68152
4130000	5.66169
4150000	6.58913
4170000	4.9621
4190000	7.4653
4210000	6.59767
4230000	7.08379
4250000	7.49854
4270000	7.6665
4290000	6.04914
4310000	5.5453
4330000	7.21751
4350000	5.95949
4370000	7.49249
4390000	7.24227
4410000	6.24907
4430000	6.89194
4450000	6.65382
4470000	6.00634
4490000	6.82579
4510000	6.48882
4530000	6.56174
4550000	7.84551
4570000	6.79336
4590000	8.11805
4610000	8.34914
4630000	7.45945
4650000	7.65952
4670000	5.9856
4690000	6.81092
4710000	5.80068
4730000	8.03039
4750000	8.65671
4770000	7.38603
4790000	6.23536
4810000	8.59635
4830000	8.34349
4850000	7.79318
4870000	8.44476
4890000	8.72147
4910000	7.65446
4930000	8.31573
4950000	8.89049
4970000	8.45066
4990000	8.31939
5010000	7.42277
5030000	8.65708
5050000	8.21193
5070000	8.10942
5090000	8.90437
5110000	8.00474
5130000	8.7482
5150000	7.42131
5170000	9.22753
5190000	7.55318
5210000	9.15122
5230000	7.48183
5250000	8.59931
5270000	9.09898
5290000	7.79364
5310000	7.13414
5330000	9.00735
5350000	9.016
5370000	9.59768
5390000	9.35337
5410000	9.44829
5430000	9.0514
5450000	6.43227
5470000	6.21673
5490000	6.40761
5510000	6.29026
5530000	6.48108
5550000	6.59431
5570000	10.4769
5590000	9.60967
5610000	7.97311
5630000	9.84213
